"wikipedia_id","wiki_img_url","name","age","gender","ethnicity","type","party","state","wiki_img_labels","wiki_img_labelsconf","clothing_apparel","color_adjective","occupation","other","physicaltrait_body","wiki_img_labels_repl","wiki_img_labelsconf_repl","clothing_apparel_repl","color_adjective_repl","occupation_repl","other_repl","physicaltrait_body_repl"
"Barbara_Comstock","mc_images/Barbara_Comstock.jpg","Barbara Comstock",59,"Female","white","Representative","Republican","VA","blue, beauty, standing, smile, formal_wear, shoulder, outerwear, electric_blue, senior_citizen, businessperson, suit, girl","0.9683803915977478, 0.8763797283172607, 0.8372361063957214, 0.7804264426231384, 0.7636698484420776, 0.7441203594207764, 0.7112411260604858, 0.6524580717086792, 0.6214560270309448, 0.5993393659591675, 0.5554168224334717, 0.5474849343299866",3,3,1,0,5,"Hair, Smile, Sleeve, Necklace, Blazer, Formal_wear, Electric_blue, Waist, Jewellery, Fashion_design, Button, Event, Suit, Fashion_accessory, White-collar_worker, Uniform, Denim, Top, Employment, Portrait_photography, Laugh","0.9833318, 0.9790875, 0.8724501, 0.7897168, 0.7827792, 0.7629023, 0.7556226, 0.7462866, 0.7376296, 0.72148204, 0.72133696, 0.697653, 0.67816603, 0.63547325, 0.5824598, 0.5684691, 0.56107396, 0.5280792, 0.51047754, 0.5042122, 0.50045794",12,1,2,2,4
"Barbara_Lee","mc_images/Barbara_Lee.jpg","Barbara Lee",72,"Female","african_american","Representative","Democrat","CA","person, hairstyle, smile, chin, official, forehead, elder, senior_citizen, spokesperson","0.9399506449699402, 0.8173287510871887, 0.8166251182556152, 0.7862115502357483, 0.7542017102241516, 0.7448616623878479, 0.6474728584289551, 0.6078378558158875, 0.5226921439170837",0,0,2,1,6,"Smile, Gesture, Flag, Happy, Flag_of_the_united_states, Sleeve, Lipstick, Jheri_curl, Earrings, Jewellery, Event, Official, Electric_blue, Necklace, Flag_Day_(USA), Pleased, Uniform, Wrinkle, Cosmetic_dentistry, Spokesperson, Portrait_photography, Body_piercing, Laugh","0.9846749, 0.85260487, 0.8525392, 0.82131195, 0.8094096, 0.8062835, 0.7547528, 0.75232357, 0.7388988, 0.7301815, 0.7109813, 0.70963436, 0.68853927, 0.66912025, 0.66791755, 0.65137327, 0.6096355, 0.6079855, 0.5919179, 0.58697623, 0.5445805, 0.5399269, 0.5338127",7,3,3,5,5
"Barry_Loudermilk","mc_images/Barry_Loudermilk.jpg","Barry Loudermilk",55,"Male","white","Representative","Republican","GA","official, suit, businessperson, speaker, necktie, speech, spokesperson, public_speaking","0.890262246131897, 0.8174249529838562, 0.711757481098175, 0.7088376879692078, 0.689155638217926, 0.6546412110328674, 0.6166463494300842, 0.5997509956359863",2,0,5,1,0,"Smile, Glasses, Dress_shirt, Tie, Gesture, Flag, Collar, Flag_of_the_united_states, Blazer, Suit, Official, Event, Formal_wear, Spokesperson, Electric_blue, White-collar_worker, Flag_Day_(USA), Job, Government_agency, Wrinkle, Businessperson, Business","0.967297, 0.9665319, 0.88569057, 0.8781541, 0.85260487, 0.8421685, 0.8407507, 0.81037885, 0.7827425, 0.78096753, 0.7484686, 0.72956043, 0.7292403, 0.6829752, 0.6559046, 0.63991034, 0.61469704, 0.59626156, 0.5682685, 0.5597525, 0.5155968, 0.508814",8,1,7,4,2
"Ben_Cardin","mc_images/Ben_Cardin.jpg","Benjamin Cardin",75,"Male","white","Senator","Democrat","MD","official, businessperson, spokesperson, speaker, speech, public_speaking","0.8825560808181763, 0.74242103099823, 0.7296205163002014, 0.6658872365951538, 0.6567409634590149, 0.630746603012085",0,0,5,1,0,"Forehead, Smile, Chin, Organ, Tie, Gesture, Flag, Collar, Suit, Blazer, Official, Event, Dress_shirt, Wrinkle, Flag_of_the_united_states, Spokesperson, Happy, Pleased, Comb_over, Formal_wear, Businessperson, Humour, Government_agency","0.9846564, 0.96882796, 0.96661353, 0.9018558, 0.8785297, 0.85260487, 0.8455679, 0.82838714, 0.79702055, 0.7801658, 0.7406223, 0.72817487, 0.70270604, 0.69344026, 0.6818726, 0.6635279, 0.6586393, 0.65410656, 0.57531625, 0.54017615, 0.523368, 0.50478524, 0.5038213",7,2,5,4,5
"Ben_Ray_Luján","mc_images/Ben_Ray_Luján.jpg","Ben Luján",46,"Male","hispanic","Representative","Democrat","NM","suit, necktie, official, businessperson, speaker, gentleman, formal_wear, spokesperson, business, elder","0.909505307674408, 0.8676961660385132, 0.863240659236908, 0.7757453918457031, 0.6010746359825134, 0.595479428768158, 0.591693103313446, 0.5744431614875793, 0.5314175486564636, 0.5176053047180176",3,1,5,0,1,"Smile, Tie, Flag, Dress_shirt, Flag_of_the_united_states, Gesture, Collar, Suit, Blazer, Official, Formal_wear, Spokesperson, Event, White-collar_worker, Happy, Flag_Day_(USA), Electric_blue, Pleased, Sleeve, Job, Government_agency, Businessperson","0.97892064, 0.89848053, 0.8930944, 0.88532424, 0.85578954, 0.85260487, 0.83971786, 0.82517534, 0.78276044, 0.7540532, 0.73752254, 0.7317842, 0.7287977, 0.7160271, 0.70541877, 0.6852492, 0.6734546, 0.6546897, 0.6306729, 0.60224944, 0.5401321, 0.52829885",7,3,6,4,2
"Ben_Sasse","mc_images/Ben_Sasse.jpg","Benjamin Sasse",46,"Male","white","Senator","Republican","NE","suit, formal_wear, blazer, businessperson, tuxedo, outerwear, gentleman, necktie, official, business, white_collar_worker, hotel_manager","0.9773290753364563, 0.8654456734657288, 0.8346405029296875, 0.7639598250389099, 0.7583723664283752, 0.7456550002098083, 0.6668151617050171, 0.6466003060340881, 0.6415392756462097, 0.5922151803970337, 0.5182717442512512, 0.5178661942481995",6,1,5,0,0,"Smile, Suit_trousers, Dress_shirt, Tie, Sleeve, Gesture, Collar, Suit, Blazer, White-collar_worker, Formal_wear, Official, Event, Uniform, Tuxedo, Happy, Button, Pocket, Management, Businessperson, Top","0.9667971, 0.9506825, 0.90875775, 0.9071539, 0.8724504, 0.85260487, 0.84141874, 0.8181456, 0.782781, 0.7725623, 0.77218723, 0.740738, 0.7317716, 0.70172876, 0.64968765, 0.62395716, 0.59441483, 0.5701487, 0.54392505, 0.54005086, 0.53261286",13,1,4,1,2
"Bennie_Thompson","mc_images/Bennie_Thompson.jpg","Bennie Thompson",70,"Male","african_american","Representative","Democrat","MS","official, businessperson, spokesperson, speaker, public_speaking, elder, speech, suit","0.8887887001037598, 0.7547324895858765, 0.7496223449707031, 0.7241496443748474, 0.6841754913330078, 0.6483266353607178, 0.6317288875579834, 0.5884836316108704",1,0,5,1,1,"Tie, Dress_shirt, Collar, Flag, Spokesperson, Flag_of_the_united_states, Suit, Blazer, Official, Event, Formal_wear, Speaker, White-collar_worker, Public_speaking, Job, Speech, Wrinkle, Microphone, Government_agency, Government, Elder, Flag_Day_(USA), Businessperson","0.88959527, 0.87601113, 0.82920784, 0.8227419, 0.8128229, 0.8074593, 0.80554795, 0.7827575, 0.76379687, 0.73948896, 0.7272706, 0.6787609, 0.65968037, 0.6461484, 0.6309985, 0.63006824, 0.6297017, 0.61187226, 0.5699992, 0.5626547, 0.5546142, 0.54495364, 0.5264396",7,0,9,7,0
"Bernie_Sanders","mc_images/Bernie_Sanders.jpg","Bernard Sanders",77,"Male","white","Senator","Independent","VT","official, businessperson, elder, speaker, spokesperson, senior_citizen","0.8899292349815369, 0.7193059325218201, 0.6421149969100952, 0.6130837202072144, 0.5987064242362976, 0.5801581144332886",0,0,4,0,2,"Glasses, Smile, Vision_care, Organ, Gesture, Flag_of_the_united_states, Suit, Flag, Tie, Collar, Happy, Blazer, Wrinkle, Event, Eyewear, Official, Spokesperson, Flag_Day_(USA), White-collar_worker, Dress_shirt, Formal_wear, Elder, Portrait_photography, Businessperson","0.9836824, 0.9779324, 0.91376656, 0.9014788, 0.85260487, 0.83547497, 0.83024085, 0.8209653, 0.81452703, 0.79415464, 0.78732413, 0.7818611, 0.77241117, 0.73300934, 0.7326049, 0.71570563, 0.6941623, 0.63952285, 0.61146706, 0.5760309, 0.57342035, 0.5472428, 0.52430737, 0.50523895",10,1,5,6,2
"Beto_O'Rourke","mc_images/Beto_O'Rourke.jpg","Beto O'Rourke",46,"Male","white","Representative","Democrat","TX","official, spokesperson, smile, businessperson, suit, white_collar_worker, speech, necktie","0.8818892240524292, 0.8180278539657593, 0.8059622645378113, 0.7638197541236877, 0.6986474394798279, 0.6526466608047485, 0.5710573196411133, 0.5691291093826294",2,0,4,1,1,"Forehead, Smile, Gesture, Dress_shirt, Tie, Collar, Flag, Spokesperson, Blazer, Suit, Flag_of_the_united_states, Formal_wear, White-collar_worker, Happy, Event, Official, Electric_blue, Flag_Day_(USA), Job, Government_agency, Business, Businessperson","0.9846564, 0.9757632, 0.85260487, 0.8443688, 0.8409813, 0.8313425, 0.8219761, 0.7976522, 0.7826789, 0.7764473, 0.76559645, 0.7550152, 0.7513495, 0.74543256, 0.7399368, 0.73364824, 0.6320395, 0.5920593, 0.5817107, 0.5578799, 0.54122883, 0.53979224",6,2,7,4,3
"Betty_McCollum","mc_images/Betty_McCollum.jpg","Betty McCollum",64,"Female","white","Representative","Democrat","MN","person, official, outerwear, spokesperson, businessperson, speaker, smile, suit","0.9389712810516357, 0.8875015377998352, 0.7592319250106812, 0.7289837598800659, 0.7183237075805664, 0.6051663160324097, 0.5666991472244263, 0.5231813192367554",2,0,4,1,1,"Smile, Flag, Sleeve, Flag_of_the_united_states, Blazer, Official, Event, Jewellery, Pleased, Happy, Electric_blue, Spokesperson, Flag_Day_(USA), Necklace, Wrinkle, White-collar_worker, Portrait_photography, Public_speaking, Portrait","0.96899474, 0.87543553, 0.8705102, 0.7682652, 0.74278885, 0.72202027, 0.70086294, 0.6807589, 0.6509842, 0.6460454, 0.64541477, 0.64324176, 0.59141827, 0.57802683, 0.56037337, 0.546248, 0.53251976, 0.51475865, 0.51284635",5,3,4,5,2
"Bill_Cassidy","mc_images/Bill_Cassidy.jpg","Bill Cassidy",61,"Male","white","Senator","Republican","LA","person, official, elder, businessperson, chin, gentleman, spokesperson, speaker, suit, senior_citizen, business, white_collar_worker, portrait","0.9325821399688721, 0.8904514908790588, 0.8045401573181152, 0.8014001846313477, 0.777327299118042, 0.7008290886878967, 0.6688054800033569, 0.623249888420105, 0.6049817204475403, 0.5857987403869629, 0.5835340023040771, 0.5766972303390503, 0.5043140649795532",1,1,6,2,3,"Forehead, Smile, Chin, Shirt, Tie, Dress_shirt, Sleeve, Coat, Gesture, Collar, Suit, Blazer, Formal_wear, Official, White-collar_worker, Happy, Throat, Wrinkle, Event, Pleased, Portrait_photography, Businessperson","0.9846564, 0.9798245, 0.9674871, 0.9490993, 0.9143349, 0.907532, 0.8713255, 0.8578712, 0.8526017, 0.84139967, 0.8221265, 0.78276813, 0.75929224, 0.75123507, 0.71801776, 0.716443, 0.6997162, 0.69127357, 0.65087503, 0.6252814, 0.5349685, 0.53491026",10,2,3,2,5
"Bill_Flores","mc_images/Bill_Flores.jpg","Bill Flores",64,"Male","hispanic","Representative","Republican","TX","official, elder, businessperson, spokesperson, speaker, senior_citizen, speech, public_speaking, suit","0.8926146626472473, 0.8036713600158691, 0.7365274429321289, 0.7068508267402649, 0.6654584407806396, 0.6185211539268494, 0.6141854524612427, 0.5808483362197876, 0.5620238184928894",1,0,5,1,2,"Forehead, Smile, Tie, Gesture, Dress_shirt, Collar, Flag, Blazer, Flag_of_the_united_states, Happy, Official, Event, Spokesperson, Suit, Wrinkle, Formal_wear, Pleased, White-collar_worker, Electric_blue, Flag_Day_(USA), Government_agency, Eyewear, Job, Government, Businessperson","0.9846564, 0.97247535, 0.8934974, 0.85260487, 0.84959257, 0.8326815, 0.815414, 0.78224, 0.7777244, 0.7644482, 0.7615153, 0.73827815, 0.7312974, 0.7196769, 0.70530945, 0.65473974, 0.6495023, 0.6451324, 0.62835884, 0.62063307, 0.61166316, 0.55684733, 0.54867417, 0.5258827, 0.52216715",8,3,7,4,3
"Bill_Foster_(politician)","mc_images/Bill_Foster_(politician).jpg","Bill Foster",63,"Male","white","Representative","Democrat","IL","person, official, spokesperson, senior_citizen, elder, businessperson, speaker, public_speaking, gentleman, speech, military_officer","0.9468271732330322, 0.8939741253852844, 0.8276887536048889, 0.7839179635047913, 0.7814416289329529, 0.7745000720024109, 0.6563535928726196, 0.6465499997138977, 0.6426722407341003, 0.62064528465271, 0.6203673481941223",0,1,6,2,2,"Glasses, Smile, Dress_shirt, Tie, Gesture, Collar, Flag, Blazer, Suit, Flag_of_the_united_states, Official, Event, Formal_wear, Wrinkle, White-collar_worker, Throat, Flag_Day_(USA), Government_agency, Spokesperson, Businessperson, Portrait_photography, Elder","0.97798, 0.9376223, 0.88911426, 0.86327404, 0.85260487, 0.84090805, 0.8266976, 0.78265196, 0.73818636, 0.72981554, 0.7271093, 0.72148097, 0.6929983, 0.68385255, 0.6048829, 0.5860439, 0.57608545, 0.562776, 0.5600193, 0.5094543, 0.50799996, 0.5071507",8,0,5,6,3
"Bill_Huizenga","mc_images/Bill_Huizenga.jpg","Bill Huizenga",49,"Male","white","Representative","Republican","MI","suit, official, formal_wear, chin, businessperson, white_collar_worker, outerwear, business, spokesperson, necktie, smile, tuxedo, gentleman, public_speaking, elder, portrait","0.9132573008537292, 0.8786208033561707, 0.841845691204071, 0.8035003542900085, 0.7994569540023804, 0.7962698936462402, 0.7569729685783386, 0.6848793625831604, 0.6780169010162354, 0.6595314741134644, 0.6389490962028503, 0.6248471736907959, 0.6042769551277161, 0.5418590903282166, 0.535561203956604, 0.5198734998703003",5,1,6,1,3,"Smile, Dress_shirt, Tie, Sleeve, Gesture, Collar, Suit, Blazer, Formal_wear, Happy, Throat, Official, White-collar_worker, Event, Pleased, Electric_blue, Laugh, Businessperson","0.9754103, 0.88878495, 0.87471247, 0.86902714, 0.85260475, 0.8402586, 0.8090757, 0.782742, 0.7617775, 0.72875035, 0.69967175, 0.69833463, 0.6932209, 0.68516034, 0.64989614, 0.61940783, 0.5286703, 0.5206284",7,3,3,1,4
"Bill_Johnson_(Ohio_politician)","mc_images/Bill_Johnson_(Ohio_politician).jpg","Bill Johnson",64,"Male","white","Representative","Republican","OH","person, official, senior_citizen, businessperson, elder, spokesperson, suit, speaker","0.9258828163146973, 0.8935893177986145, 0.7829916477203369, 0.7789636254310608, 0.7683410048484802, 0.6859232187271118, 0.6511959433555603, 0.631991982460022",1,0,4,1,2,"Smile, Dress_shirt, Flag, Flag_of_the_united_states, Gesture, Collar, Blazer, Official, Event, Flag_Day_(USA), Government_agency, Tie, Throat, Suit, Military_person, Wrinkle, Formal_wear, White-collar_worker, Military_officer, Spokesperson, Cloud, Happy, Elder, Portrait_photography","0.98252827, 0.88803804, 0.8736154, 0.8631924, 0.85260487, 0.8403087, 0.78252894, 0.7397329, 0.7360008, 0.72084785, 0.7202624, 0.71522397, 0.69645184, 0.68876886, 0.6589092, 0.6553749, 0.6451699, 0.6193066, 0.59375936, 0.55349684, 0.5493426, 0.5395016, 0.5240365, 0.5082345",7,1,6,7,3
"Bill_Keating_(politician)","mc_images/Bill_Keating_(politician).jpg","William Keating",66,"Male","white","Representative","Democrat","MA","person, chin, official, forehead, elder, senior_citizen, businessperson, smile, gentleman","0.9544045925140381, 0.8989994525909424, 0.8799898028373718, 0.8712981939315796, 0.8134008646011353, 0.805901050567627, 0.7699261903762817, 0.6714990139007568, 0.5523443222045898",0,1,2,1,5,"Forehead, Smile, Chin, Dress_shirt, Collar, Suit, Wrinkle, Blazer, Tie, Official, Comb_over, Throat, White-collar_worker, Formal_wear, Elder, Pleased, Happy, Portrait_photography, Businessperson","0.9846564, 0.97773916, 0.9663735, 0.84209883, 0.83918107, 0.7890314, 0.77771246, 0.7657904, 0.76068735, 0.7238514, 0.7212333, 0.6994906, 0.6798378, 0.6597836, 0.6308197, 0.62832105, 0.5716472, 0.5313661, 0.5065607",7,2,3,2,5
"Bill_Nelson","mc_images/Bill_Nelson.jpg","Bill Nelson",76,"Male","white","Senator","Democrat","FL","person, official, chin, suit, forehead, businessperson, smile, gentleman, elder, spokesperson, necktie, white_collar_worker, senior_citizen, speaker","0.9397736191749573, 0.8862877488136292, 0.8317073583602905, 0.809898853302002, 0.808052122592926, 0.7942468523979187, 0.7627753615379333, 0.7288451194763184, 0.7216318249702454, 0.7048236727714539, 0.6492443084716797, 0.648742139339447, 0.5644075274467468, 0.5567685961723328",2,1,5,1,5,"Forehead, Smile, Chin, Gesture, Flag, Dress_shirt, Collar, Suit, Tie, Blazer, Spokesperson, Happy, Wrinkle, Official, White-collar_worker, Flag_of_the_united_states, Event, Formal_wear, Electric_blue, Pleased, Flag_Day_(USA), Businessperson, Laugh","0.9846564, 0.9829937, 0.9668029, 0.85260487, 0.8491487, 0.838641, 0.8330836, 0.80909675, 0.80127144, 0.7813849, 0.76708776, 0.75833064, 0.73662454, 0.7355739, 0.73489594, 0.728321, 0.7150356, 0.70521885, 0.65866697, 0.65533334, 0.5296452, 0.51948994, 0.5095789",7,3,4,4,5
"Bill_Pascrell","mc_images/Bill_Pascrell.jpg","Bill Pascrell",81,"Male","white","Representative","Democrat","NJ","person, official, senior_citizen, elder, spokesperson, businessperson, military_officer, speaker, military_person","0.938506007194519, 0.8933836221694946, 0.8858414888381958, 0.801028311252594, 0.7707666158676147, 0.7196764945983887, 0.6901670694351196, 0.5616386532783508, 0.5508517622947693",0,0,6,1,2,"Glasses, Tie, Gesture, Collar, Suit, Blazer, Dress_shirt, Spokesperson, Curtain, Wrinkle, Official, Event, Flag, Electric_blue, Flag_of_the_united_states, Elder, Formal_wear, White-collar_worker, Microphone, Government_agency, Smile, Businessperson","0.9814516, 0.8661586, 0.8526037, 0.81497353, 0.7826911, 0.782174, 0.7793962, 0.7716349, 0.7452792, 0.73727477, 0.7359028, 0.73029023, 0.7124232, 0.6139775, 0.6020429, 0.59815127, 0.5947176, 0.58709913, 0.5729719, 0.55871135, 0.55466384, 0.5242089",8,1,5,6,2
"Bill_Posey","mc_images/Bill_Posey.jpg","Bill Posey",71,"Male","white","Representative","Republican","FL","official, suit, businessperson, necktie, spokesperson, elder, speaker, speech, energy, senior_citizen","0.8923792243003845, 0.8161085844039917, 0.7803136706352234, 0.7242722511291504, 0.65104740858078, 0.636001467704773, 0.5991449952125549, 0.5478695034980774, 0.5349562764167786, 0.5265945792198181",2,0,4,2,2,"Smile, Organ, Flag, Tie, Dress_shirt, Gesture, Collar, Flag_of_the_united_states, Blazer, Suit, Official, Event, Formal_wear, White-collar_worker, Electric_blue, Wrinkle, Flag_Day_(USA), Throat, Government_agency, Spokesperson, Cloud, Business, Government, Management, Businessperson","0.9653074, 0.9018801, 0.8764783, 0.873843, 0.8690116, 0.85260487, 0.83877677, 0.81323767, 0.78275174, 0.772809, 0.74267066, 0.73943913, 0.7198764, 0.6589264, 0.6201239, 0.62003034, 0.6092978, 0.6049962, 0.6023691, 0.59804314, 0.5893904, 0.53239745, 0.5221576, 0.5176645, 0.51084685",7,1,9,5,3
"Bill_Shuster","mc_images/Bill_Shuster.jpg","Bill Shuster",57,"Male","white","Representative","Republican","PA","person, official, businessperson, spokesperson, elder, suit, speaker, military_officer, necktie","0.9345588088035583, 0.8933950066566467, 0.7510973811149597, 0.7292806506156921, 0.7181667685508728, 0.6224995255470276, 0.5971482396125793, 0.5873997211456299, 0.5532364845275879",2,0,5,1,1,"Forehead, Smile, Tie, Gesture, Dress_shirt, Collar, Suit, Flag_of_the_united_states, Blazer, Flag, Official, Event, White-collar_worker, Spokesperson, Pleased, Formal_wear, Flag_Day_(USA), Happy, Electric_blue, Businessperson, Job","0.9846564, 0.9767829, 0.87353915, 0.85260487, 0.8399435, 0.8330042, 0.81081027, 0.80335635, 0.7820126, 0.77251285, 0.74104327, 0.73773116, 0.68929905, 0.6544425, 0.6519818, 0.65140057, 0.6396028, 0.5676681, 0.5520615, 0.52258456, 0.50564384",6,3,5,4,3
"Billy_Long","mc_images/Billy_Long.jpg","Billy Long",63,"Male","white","Representative","Republican","MO","person, official, businessperson, elder, speaker, speech, spokesperson, suit, senior_citizen, public_speaking","0.9293550252914429, 0.8933873772621155, 0.775741457939148, 0.7511609792709351, 0.7251145243644714, 0.7019728422164917, 0.6937342882156372, 0.687556266784668, 0.6176658868789673, 0.600158154964447",1,0,5,2,2,"Glasses, Smile, Dress_shirt, Tie, Gesture, Collar, Flag, Suit, Blazer, Official, Flag_of_the_united_states, Event, Sleeve, Wrinkle, Spokesperson, Formal_wear, Flag_Day_(USA), Government_agency, White-collar_worker, Happy, Job, Business","0.9726377, 0.9354033, 0.88475215, 0.88353276, 0.85260487, 0.84079623, 0.840346, 0.79700345, 0.7826687, 0.7608754, 0.7583494, 0.7377252, 0.7220683, 0.71775675, 0.71420085, 0.7028598, 0.5861439, 0.5736699, 0.56654376, 0.5488546, 0.54745203, 0.50599545",9,1,6,4,2
